# text = neotenic development
# id = 02768421-a-2
# type = ex
1	neotenic	wf	_	neotenic%3	neotenic%3:01:00::	auto	0:8
7	of	wf	IN	of	_	ignore	32:34
8	paroxysms	wf	NNS	paroxysm%1	paroxysm%1:26:00::	auto	35:44

# text = relating to the palm of the hand or the sole of the foot; 
# id = 02773062-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	the	wf	DT	the	_	ignore	12:15
4	palm	wf	NN	palm%1|palm%2	palm%1:08:00::	man	16:20
5	of	wf	IN	of	_	ignore	21:23
6	the	wf	DT	the	_	ignore	24:27
7	hand	wf	NN	hand%1|hand%2	hand%1:08:00::	man	28:32
8	or	wf	CC	or	_	ignore	33:35
9	the	wf	DT	the	_	ignore	36:39
10	sole	wf	NN	sole%1|sole%2|sole%3	sole%1:08:00::	man	40:44
11	of	wf	IN	of	_	ignore	45:47
12	the	wf	DT	the	_	ignore	48:51
13	foot	wf	NN	foot%1|foot%2	foot%1:08:01::	man	52:56
14	;	wf	punc	_	_	ignore	56:57

# text = the volar surface
# id = 02773062-a-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	volar	wf	_	volar%3	volar%3:01:00::	auto	4:9
3	surface	wf	_	surface%1|surface%2|surface%3	_	un	10:17

# text = the palmar muscle
# id = 02773062-a-3
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	palmar	wf	_	palmar%3	palmar%3:01:00::	auto	4:10
3	muscle	wf	_	muscle%1|muscle%2	_	un	11:17

# text = having given birth to one or more viable children
# id = 02774585-a-1
# type = def
1	having	wf	VBG	have%2	_	un	0:6
2	_	glob|a	_	give_birth%2	give_birth%2:29:00::	man	_
3	given	cf|a	JJ	given%1|give%2|given%3	_	un	7:12
4	birth	cf|a	NN	birth%1|birth%2	_	un	13:18
5	to	wf	IN	to	_	ignore	19:21
6	one	wf	CD	one	_	ignore	22:25
7	or	wf	CC	or	_	ignore	26:28
8	more	wf	RBR	many%3|more%3|much%3|more%4|much%4	_	un	29:33
9	viable	wf	JJ	viable%3	viable%5:00:00:alive:01	man	34:40
10	children	wf	NNS	child%1	child%1:18:00::	man	41:49

# text = relating to or characteristic of the passeriform birds
# id = 02775029-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	TO	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	characteristic	wf	JJ	characteristic%1|characteristic%3	characteristic%3:00:00::	man	15:29
5	of	wf	IN	of	_	ignore	30:32
6	the	wf	DT	the	_	ignore	33:36
7	_	glob|a	_	passeriform_bird%1	passeriform_bird%1:05:00::	auto	_
8	passeriform	cf|a	NN	passeriform	_	un	37:48
9	birds	cf|a	NNS	bird%1|bird%2	_	un	49:54

# text = relating to Paul the Apostle or his doctrines
# id = 02775318-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	_	glob|a	_	Paul_the_Apostle%1	paul_the_apostle%1:18:00::	man	_
4	Paul	cf|a	NNP	Paul%1	_	un	12:16
5	the	cf|a	DT	the	_	ignore	17:20
6	Apostle	cf|a	NNP	Apostle%1	_	un	21:28
7	or	wf	CC	or	_	ignore	29:31
8	his	wf	PRP$	his	_	ignore	32:35
9	doctrines	wf	NNS	doctrine%1	doctrine%1:09:00::	auto	36:45

# text = relating to or located near the parotid gland
# id = 02774705-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	located	wf	VBN	locate%2|located%3	_	un	15:22
5	near	wf	IN	near%2|near%3|near%4	near%3:00:00::	man	23:27
6	the	wf	DT	the	_	ignore	28:31
7	_	glob|a	_	parotid_gland%1	parotid_gland%1:08:00::	auto	_
8	parotid	cf|a	JJ	parotid%3	_	un	32:39
9	gland	cf|a	NN	gland%1	_	un	40:45

# text = relating to or having the nature of a parliament; 
# id = 02774411-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	having	wf	VBG	have%2	_	un	15:21
5	the	wf	DT	the	_	ignore	22:25
6	nature	wf	NN	nature%1	_	un	26:32
7	of	wf	IN	of	_	ignore	33:35
8	a	wf	DT	a	_	ignore	36:37
9	parliament	wf	NN	parliament%1	parliament%1:14:00::	man	38:48
10	;	wf	punc	_	_	ignore	48:49

# text = parliamentary reform
# id = 02774411-a-2
# type = ex
1	parliamentary	wf	_	parliamentary%3	parliamentary%3:01:00::	auto	0:13
2	reform	wf	_	reform%1|reform%2	_	un	14:20

# text = a parliamentary body
# id = 02774411-a-3
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	parliamentary	wf	_	parliamentary%3	parliamentary%3:01:00::	auto	2:15
3	body	wf	_	body%1|body%2	_	un	16:20

# text = of or relating to a perigone
# id = 02775713-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	a	wf	DT	a	_	ignore	18:19
6	perigone	wf	NN	perigone%1	perigone%1:20:00::	auto	20:28

# text = relating to or characteristic of birds that are not perching birds
# id = 02775175-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	TO	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	characteristic	wf	JJ	characteristic%1|characteristic%3	characteristic%3:00:00::	man	15:29
5	of	wf	IN	of	_	ignore	30:32
6	birds	wf	NNS	bird%1|bird%2	bird%1:05:00::	man	33:38
7	that	wf	WDT	that	_	ignore	39:43
8	are	wf	VBP	are%1|be%2	_	un	44:47
9	not	wf	RB	not%4	not%4:02:00::	auto	48:51
10	_	glob|a	_	perching_bird%1	perching_bird%1:05:00::	auto	_
11	perching	cf|a	VBG	perch%2	_	un	52:60
12	birds	cf|a	NNS	bird%1|bird%2	_	un	61:66

# text = of or pertaining to or of the nature of peat
# id = 02775599-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	pertaining	wf	VBG	pertain%2	pertain%2:42:01::	man	6:16
4	to	wf	IN	to	_	ignore	17:19
5	or	wf	CC	or	_	ignore	20:22
6	of	wf	IN	of	_	ignore	23:25
7	the	wf	DT	the	_	ignore	26:29
8	nature	wf	NN	nature%1	_	un	30:36
9	of	wf	IN	of	_	ignore	37:39
10	peat	wf	NN	peat%1	peat%1:27:00::	auto	40:44

# text = referring to or relating to or having the style of architecture created by Andrea Palladio; 
# id = 02772819-a-1
# type = def
1	referring	wf	VBG	refer%2	refer%2:32:01::	man	0:9
2	to	wf	IN	to	_	ignore	10:12
3	or	wf	CC	or	_	ignore	13:15
4	relating	wf	VBG	relate%2	relate%2:42:00::	man	16:24
5	to	wf	IN	to	_	ignore	25:27
6	or	wf	CC	or	_	ignore	28:30
7	having	wf	VBG	have%2	_	un	31:37
8	the	wf	DT	the	_	ignore	38:41
9	_	glob|a	_	style_of_architecture%1	style_of_architecture%1:09:00::	auto	_
10	style	cf|a	NN	style%1|style%2	_	un	42:47
11	of	cf|a	IN	of	_	ignore	48:50
12	architecture	cf|a	NN	architecture%1	_	un	51:63
13	created	wf	VBN	create%2	create%2:36:02::	man	64:71
14	by	wf	IN	by	_	ignore	72:74
15	_	glob|b	_	Andrea_Palladio%1	andrea_palladio%1:18:00::	auto	_
16	Andrea	cf|b	NNP	Andrea	_	un	75:81
17	Palladio	cf|b	NNP	Palladio%1	_	un	82:90
18	;	wf	punc	_	_	ignore	90:91

# text = the much imitated arch and column compositions known as the Palladian motif
# id = 02772819-a-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	much	wf	_	much%1|much%3|much%4	_	un	4:8
3	imitated	wf	_	imitate%2	_	un	9:17
4	arch	wf	_	arch%1|arch%2|arch%3	_	un	18:22
5	and	wf	_	and	_	ignore	23:26
6	column	wf	_	column%1	_	un	27:33
7	compositions	wf	_	composition%1	_	un	34:46
8	known	wf	_	know%2|known%3	_	un	47:52
9	as	wf	_	as	_	ignore	53:55
10	the	wf	_	the	_	ignore	56:59
11	Palladian	wf	_	Palladian%3	palladian%3:01:00::	auto	60:69
12	motif	wf	_	motif%1	_	un	70:75

# text = of or relating to the tissue layer around small blood vessels
# id = 02775797-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	the	wf	DT	the	_	ignore	18:21
6	_	glob|b	_	tissue_layer%1	tissue_layer%1:08:00::	auto	_
7	tissue	cf|b	NN	tissue%1|tissue%2	_	un	22:28
8	layer	cf|b	NN	layer%1|layer%2	_	un	29:34
9	around	wf	IN	around%4	_	un	35:41
10	small	wf	JJ	small%1|small%3|small%4	small%3:00:00::	man	42:47
11	_	glob|a	_	blood_vessel%1	blood_vessel%1:08:00::	auto	_
12	blood	cf|a	NN	blood%1|blood%2	_	un	48:53
13	vessels	cf|a	NNS	vessel%1	_	un	54:61

# text = resembling a flower petal
# id = 02776496-a-1
# type = def
1	resembling	wf	VBG	resemble%2	resemble%2:42:00::	auto	0:10
2	a	wf	DT	a	_	ignore	11:12
3	_	glob|a	_	flower_petal%1	flower_petal%1:20:00::	auto	_
4	flower	cf|a	NN	flower%1|flower%2	_	un	13:19
5	petal	cf|a	NN	petal%1	_	un	20:25

# text = of or denoting a person who assists physicians and nurses or is trained physicians and nurses in their activities; 
# id = 02773862-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	denoting	wf	VBG	denote%2	denote%2:32:00::	man	6:14
4	a	wf	DT	a	_	ignore	15:16
5	person	wf	NN	person%1	person%1:03:00::	man	17:23
6	who	wf	WP	who	_	ignore	24:27
7	assists	wf	VBZ	assist%1|assist%2	_	un	28:35
8	physicians	wf	NNS	physician%1	physician%1:18:00::	auto	36:46
9	and	wf	CC	and	_	ignore	47:50
10	nurses	wf	VBZ	nurse%1|nurse%2	_	un	51:57
11	or	wf	CC	or	_	ignore	58:60
12	is	wf	VBZ	i%1|be%2	_	un	61:63
13	trained	wf	JJ	train%2|trained%3	_	un	64:71
14	physicians	wf	NNS	physician%1	physician%1:18:00::	auto	72:82
15	and	wf	CC	and	_	ignore	83:86
16	nurses	wf	NNS	nurse%1|nurse%2	nurse%1:18:00::	man	87:93
17	in	wf	IN	in	_	ignore	94:96
18	their	wf	PRP$	their	_	ignore	97:102
19	activities	wf	NNS	activity%1	_	un	103:113
20	;	wf	punc	_	_	ignore	113:114

# text = ambulance drivers are paramedical to give emergency medical aid
# id = 02773862-a-2
# type = ex
1	ambulance	wf	_	ambulance%1	_	un	0:9
2	drivers	wf	_	driver%1	_	un	10:17
3	are	wf	_	are%1|be%2	_	un	18:21
4	paramedical	wf	_	paramedical%1|paramedical%3	paramedical%3:01:00::	auto	22:33
5	to	wf	_	to	_	ignore	34:36
6	give	wf	_	give%1|give%2	_	un	37:41
7	emergency	wf	_	emergency%1	_	un	42:51
8	medical	wf	_	medical%1|medical%3	_	un	52:59
9	aid	wf	_	aid%1|aid%2	_	un	60:63

# text = ambulance drivers are paramedical personnel
# id = 02773862-a-3
# type = ex
1	ambulance	wf	_	ambulance%1	_	un	0:9
2	drivers	wf	_	driver%1	_	un	10:17
3	are	wf	_	are%1|be%2	_	un	18:21
4	paramedical	wf	_	paramedical%1|paramedical%3	paramedical%3:01:00::	auto	22:33
5	personnel	wf	_	personnel%1	_	un	34:43

# text = of or relating to the pubis
# id = 02776296-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	the	wf	DT	the	_	ignore	18:21
6	pubis	wf	NN	pubis%1	pubis%1:08:00::	auto	22:27

# text = capable of functioning as a phagocyte
# id = 02776576-a-1
# type = def
1	capable	wf	JJ	capable%3	capable%3:00:00::	man	0:7
2	of	wf	IN	of	_	ignore	8:10
3	functioning	wf	VBG	functioning%1|function%2|functioning%3	_	un	11:22
4	as	wf	IN	as	_	ignore	23:25
5	a	wf	DT	a	_	ignore	26:27
6	phagocyte	wf	NN	phagocyte%1	phagocyte%1:08:00::	auto	28:37

# text = of or relating to or manifesting pemphigus
# id = 02776379-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	or	wf	CC	or	_	ignore	18:20
6	manifesting	wf	VBG	manifest%2	manifest%2:32:00::	man	21:32
7	pemphigus	wf	NN	pemphigus%1	pemphigus%1:26:00::	auto	33:42

# text = of or relating to Passover or Easter; 
# id = 02774923-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	Passover	wf	NNP	Passover%1	passover%1:28:00::	auto	18:26
6	or	wf	CC	or	_	ignore	27:29
7	Easter	wf	NNP	Easter%1	easter%1:28:00::	auto	30:36
8	;	wf	punc	_	_	ignore	36:37

# text = paschal lamb
# id = 02774923-a-2
# type = ex
1	paschal	wf	_	paschal%3	paschal%3:01:00::	auto	0:7
2	lamb	wf	_	lamb%1|lamb%2	_	un	8:12

# text = of or relating to the ancient Egyptian kings
# id = 02776813-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	the	wf	DT	the	_	ignore	18:21
6	ancient	wf	JJ	ancient%1|ancient%3	ancient%5:00:00:past:00	man	22:29
7	Egyptian	wf	JJ	Egyptian%1|Egyptian%3	egyptian%3:01:00::	man	30:38
8	kings	wf	NNS	king%1	king%1:18:00::	man	39:44

# text = of or relating to a phonogram
# id = 02777055-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	a	wf	DT	a	_	ignore	18:19
6	phonogram	wf	NN	phonogram%1	phonogram%1:10:00::	auto	20:29

# text = of or relating to the preservation of peace between hostile groups by international military forces; 
# id = 02775417-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	the	wf	DT	the	_	ignore	18:21
6	preservation	wf	NN	preservation%1	preservation%1:04:00::	man	22:34
7	of	wf	IN	of	_	ignore	35:37
8	peace	wf	NN	peace%1	_	un	38:43
9	between	wf	IN	between%4	_	un	44:51
10	hostile	wf	JJ	hostile%1|hostile%3	_	un	52:59
11	groups	wf	NNS	group%1|group%2	group%1:03:00::	man	60:66
12	by	wf	IN	by	_	ignore	67:69
13	international	wf	JJ	international%3	_	un	70:83
14	_	glob|a	_	military_force%1	military_force%1:14:00::	auto	_
15	military	cf|a	JJ	military%1|military%3	_	un	84:92
16	forces	cf|a	NNS	force%1|force%2	_	un	93:99
17	;	wf	punc	_	_	ignore	99:100

# text = a peacekeeping force
# id = 02775417-a-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	peacekeeping	wf	_	peacekeeping%1|peacekeeping%3	peacekeeping%3:01:00::	auto	2:14
3	force	wf	_	force%1|force%2	_	un	15:20

# text = not photosynthetic
# id = 02777831-a-1
# type = def
1	not	wf	RB	not%4	not%4:02:00::	auto	0:3
2	photosynthetic	wf	JJ	photosynthetic%3	photosynthetic%3:01:00::	auto	4:18

# text = of or relating to or characteristic of Phoenicia or its inhabitants
# id = 02776931-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	_	un	6:14
4	to	wf	IN	to	_	ignore	15:17
5	or	wf	CC	or	_	ignore	18:20
6	characteristic	wf	JJ	characteristic%1|characteristic%3	_	un	21:35
7	of	wf	IN	of	_	ignore	36:38
8	Phoenicia	wf	NNP	Phoenicia%1	phoenicia%1:15:00::	auto	39:48
9	or	wf	CC	or	_	ignore	49:51
10	its	wf	PRP$	its	_	ignore	52:55
11	inhabitants	wf	NNS	inhabitant%1	inhabitant%1:18:00::	auto	56:67

# text = of or relating to the bones of the fingers or toes
# id = 02776688-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	the	wf	DT	the	_	ignore	18:21
6	bones	wf	NNS	bone%1|bones%1|bone%2	bone%1:08:00::	man	22:27
7	of	wf	IN	of	_	ignore	28:30
8	the	wf	DT	the	_	ignore	31:34
9	fingers	wf	NNS	finger%1|finger%2	finger%1:08:00::	man	35:42
10	or	wf	CC	or	_	ignore	43:45
11	toes	wf	NNS	toe%1|toe%2	toe%1:08:01::	man	46:50

# text = of or relating to the feet; 
# id = 02776174-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	the	wf	DT	the	_	ignore	18:21
6	feet	wf	NNS	foot%1	foot%1:08:01::	man	22:26
7	;	wf	punc	_	_	ignore	26:27

# text = the word for a pedal extremity is ‘foot’
# id = 02776174-a-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	word	wf	_	word%1|word%2	_	un	4:8
3	for	wf	_	for	_	ignore	9:12
4	a	wf	_	a	_	ignore	13:14
5	pedal	wf	_	pedal%1|pedal%2|pedal%3	pedal%3:01:00::	auto	15:20
6	extremity	wf	_	extremity%1	_	un	21:30
7	is	wf	_	i%1|be%2	_	un	31:33
8	‘	wf	punc	_	_	ignore	34:35
9	foot	wf	_	foot%1|foot%2	_	un	35:39
10	’	wf	punc	_	_	ignore	39:40

# text = of or relating to photometry
# id = 02777548-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	photometry	wf	NN	photometry%1	photometry%1:04:00::	auto	18:28

# text = of or relating to ground water
# id = 02777931-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	_	glob|a	_	ground_water%1	ground_water%1:27:00::	man	_
6	ground	cf|a	NN	ground%1|grind%2|ground%2	_	un	18:24
7	water	cf|a	NN	water%1|water%2	_	un	25:30

# text = of or relating to phrenology
# id = 02778016-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	phrenology	wf	NN	phrenology%1	phrenology%1:09:00::	auto	18:28

# text = relating to or using or formed by photosynthesis
# id = 02777686-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	using	wf	VBG	using%1|use%2	_	un	15:20
5	or	wf	CC	or	_	ignore	21:23
6	formed	wf	VBN	form%2|formed%3	form%2:42:02::	man	24:30
7	by	wf	IN	by	_	ignore	31:33
8	photosynthesis	wf	NN	photosynthesis%1	photosynthesis%1:22:00::	auto	34:48

# text = of or relating to phonology; 
# id = 02777160-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	phonology	wf	NN	phonology%1	phonology%1:09:00::	auto	18:27
6	;	wf	punc	_	_	ignore	27:28

# text = the phonological component of language
# id = 02777160-a-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	phonological	wf	_	phonological%3	phonological%3:01:00::	auto	4:16
3	component	wf	_	component%1	_	un	17:26
4	of	wf	_	of	_	ignore	27:29
5	language	wf	_	language%1	_	un	30:38

# text = of or relating to plagioclase
# id = 02778332-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	plagioclase	wf	NN	plagioclase%1	plagioclase%1:27:00::	auto	18:29

# text = of or relating to plankton
# id = 02778943-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	plankton	wf	NN	plankton%1	plankton%1:05:00::	auto	18:26

# text = of or relating to a hair follicle and its sebaceous gland
# id = 02778533-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	a	wf	DT	a	_	ignore	18:19
6	_	glob|b	_	hair_follicle%1	hair_follicle%1:08:00::	auto	_
7	hair	cf|b	NN	hair%1	_	un	20:24
8	follicle	cf|b	NN	follicle%1	_	un	25:33
9	and	wf	CC	and	_	ignore	34:37
10	its	wf	PRP$	its	_	ignore	38:41
11	_	glob|a	_	sebaceous_gland%1	sebaceous_gland%1:08:00::	auto	_
12	sebaceous	cf|a	JJ	sebaceous%3	_	un	42:51
13	gland	cf|a	NN	gland%1	_	un	52:57

# text = of or relating to a hair
# id = 02778439-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	a	wf	DT	a	_	ignore	18:19
6	hair	wf	NN	hair%1	hair%1:08:00::	man	20:24

# text = of or relating to or involving various methods of using photography to make plates for printing
# id = 02777355-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	or	wf	CC	or	_	ignore	18:20
6	involving	wf	VBG	involve%2	_	un	21:30
7	various	wf	JJ	various%3	_	un	31:38
8	methods	wf	NNS	method%1	method%1:09:00::	man	39:46
9	of	wf	IN	of	_	ignore	47:49
10	using	wf	VBG	using%1|use%2	_	un	50:55
11	photography	wf	NN	photography%1	photography%1:22:00::	man	56:67
12	to	wf	TO	to	_	ignore	68:70
13	make	wf	VB	make%1|make%2	make%2:36:00::	man	71:75
14	plates	wf	NNS	plate%1|plate%2	plate%1:06:02::	man	76:82
15	for	wf	IN	for	_	ignore	83:86
16	printing	wf	NN	printing%1|print%2	_	un	87:95

# text = of or relating to or involving planography
# id = 02779044-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	or	wf	CC	or	_	ignore	18:20
6	involving	wf	VBG	involve%2	_	un	21:30
7	planography	wf	NN	planography%1	planography%1:10:00::	auto	31:42

# text = between or among planets; 
# id = 02779310-a-1
# type = def
1	between	wf	IN	between%4	_	un	0:7
2	or	wf	CC	or	_	ignore	8:10
3	among	wf	IN	among	_	ignore	11:16
4	planets	wf	NNS	planet%1	planet%1:17:01::	man	17:24
5	;	wf	punc	_	_	ignore	24:25

# text = interplanetary travel
# id = 02779310-a-2
# type = ex
1	interplanetary	wf	_	interplanetary%3	interplanetary%3:01:00::	auto	0:14
2	travel	wf	_	travel%1|travel%2	_	un	15:21

# text = unaffected by penicillin; 
# id = 02779530-a-1
# type = def
1	unaffected	wf	JJ	unaffected%3	unaffected%3:00:00::	man	0:10
2	by	wf	IN	by	_	ignore	11:13
3	penicillin	wf	NN	penicillin%1	penicillin%1:06:00::	auto	14:24
4	;	wf	punc	_	_	ignore	24:25

# text = penicillin-resistant bacteria
# id = 02779530-a-2
# type = ex
1	penicillin-resistant	wf	_	penicillin-resistant%3	penicillin-resistant%3:01:00::	auto	0:20
2	bacteria	wf	_	bacteria%1|bacterium%1	bacteria%1:05:00::	man	21:29

# text = relating to or involving money; 
# id = 02775934-a-1
# type = def
1	relating	wf	VBG	relate%2	relate%2:42:00::	man	0:8
2	to	wf	IN	to	_	ignore	9:11
3	or	wf	CC	or	_	ignore	12:14
4	involving	wf	VBG	involve%2	_	un	15:24
5	money	wf	NN	money%1	money%1:21:00::	man	25:30
6	;	wf	punc	_	_	ignore	30:31

# text = monetary rewards
# id = 02775934-a-2
# type = ex
1	monetary	wf	_	monetary%3	monetary%3:01:00::	auto	0:8
2	rewards	wf	_	reward%1|reward%2	_	un	9:16

# text = he received thanks but no pecuniary compensation for his services
# id = 02775934-a-3
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	received	wf	_	receive%2|received%3	_	un	3:11
3	thanks	wf	_	thanks%1|thank%2	_	un	12:18
4	but	wf	_	but	_	ignore	19:22
5	no	wf	_	no%1|no%3|no%4	_	un	23:25
6	pecuniary	wf	_	pecuniary%3	pecuniary%3:01:00::	auto	26:35
7	compensation	wf	_	compensation%1	_	un	36:48
8	for	wf	_	for	_	ignore	49:52
9	his	wf	_	his	_	ignore	53:56
10	services	wf	_	service%1|services%1|service%2	_	un	57:65

# text = of or pertaining to the region of partial shadow around an umbra
# id = 02779654-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	pertaining	wf	VBG	pertain%2	pertain%2:42:01::	man	6:16
4	to	wf	IN	to	_	ignore	17:19
5	the	wf	DT	the	_	ignore	20:23
6	region	wf	NN	region%1	region%1:15:00::	man	24:30
7	of	wf	IN	of	_	ignore	31:33
8	partial	wf	JJ	partial%1|partial%3	partial%5:00:00:incomplete:00	man	34:41
9	shadow	wf	NN	shadow%1|shadow%2	shadow%1:26:01::	man	42:48
10	around	wf	IN	around%4	_	un	49:55
11	an	wf	DT	an	_	ignore	56:58
12	umbra	wf	NN	umbra%1	umbra%1:26:00::	auto	59:64

# text = of or relating to punishment; 
# id = 02779420-a-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	or	wf	CC	or	_	ignore	3:5
3	relating	wf	VBG	relate%2	relate%2:42:00::	man	6:14
4	to	wf	IN	to	_	ignore	15:17
5	punishment	wf	NN	punishment%1	punishment%1:04:00::	auto	18:28
6	;	wf	punc	_	_	ignore	28:29

# text = penal reform
# id = 02779420-a-2
# type = ex
1	penal	wf	_	penal%3	penal%3:01:00::	auto	0:5
2	reform	wf	_	reform%1|reform%2	_	un	6:12

# text = penal code
# id = 02779420-a-3
# type = ex
1	penal	wf	_	penal%3	penal%3:01:00::	auto	0:5
2	code	wf	_	code%1|code%2	_	un	6:10

